Time	Longitude	Latitude		Long Deg	Long Min	Long Sek						0			0		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214050	93350782	534040458		9	33	30,4692	9,558463667		53	40	24,2748	53,67340967		9,558463667	53,67340967		
16214150	93350790	534040453		9	33	30,474	9,558465		53	40	24,2718	53,67340883		9,558465	53,67340883		
16214150	93350790	534040453		9	33	30,474	9,558465		53	40	24,2718	53,67340883		9,558465	53,67340883		
16214150	93350790	534040453		9	33	30,474	9,558465		53	40	24,2718	53,67340883		9,558465	53,67340883		
16214150	93350790	534040453		9	33	30,474	9,558465		53	40	24,2718	53,67340883		9,558465	53,67340883		
16214150	93350790	534040453		9	33	30,474	9,558465		53	40	24,2718	53,67340883		9,558465	53,67340883		
